Country,Year,Week,AH1,AH1N12009,AH3
USA,2015,51,0,69,39
USA,2015,52,0,89,33
USA,2015,53,0,146,55
USA,2016,1,0,232,67
USA,2016,2,0,256,89
USA,2016,3,0,361,99
USA,2016,4,0,526,159
USA,2016,5,0,672,171
USA,2016,6,0,891,236
USA,2016,7,0,1340,256
USA,2016,8,0,1671,232
USA,2016,9,0,1886,313
USA,2016,10,0,2173,313
USA,2016,11,0,1512,213
USA,2016,12,0,1058,198
USA,2016,13,0,807,180
USA,2016,14,0,534,135
USA,2016,15,0,382,117
USA,2016,16,0,276,127
USA,2016,17,0,167,98
USA,2016,18,0,77,58
USA,2016,19,0,52,61
USA,2016,20,0,34,75
USA,2016,21,0,16,43
USA,2016,22,0,4,13
USA,2016,23,0,5,14
USA,2016,24,0,7,18
USA,2016,25,0,5,22
USA,2016,26,0,3,18
USA,2016,27,0,2,18
USA,2016,28,0,1,21
USA,2016,29,0,2,18
USA,2016,30,0,2,38
USA,2016,31,0,1,45
USA,2016,32,0,6,28
USA,2016,33,0,1,29
USA,2016,34,0,5,28
USA,2016,35,0,7,33
USA,2016,36,0,3,42
USA,2016,37,0,8,44
USA,2016,38,0,5,38
USA,2016,39,0,1,22
USA,2016,40,0,9,86
USA,2016,41,0,11,81
USA,2016,42,0,12,134
USA,2016,43,0,13,130
USA,2016,44,0,12,122
USA,2016,45,0,5,155
USA,2016,46,0,9,189
USA,2016,47,0,5,164
USA,2016,48,0,13,318
USA,2016,49,0,14,479
USA,2016,50,0,18,750
USA,2016,51,0,29,1016
USA,2016,52,0,32,1676
USA,2017,1,0,53,2067
USA,2017,2,0,49,2209
USA,2017,3,0,57,2252
USA,2017,4,0,47,2431
USA,2017,5,0,51,2590
USA,2017,6,0,71,2972
USA,2017,7,0,68,2617
USA,2017,8,0,87,2364
USA,2017,9,0,54,1491
USA,2017,10,0,50,1256
USA,2017,11,0,27,908
USA,2017,12,0,31,832
USA,2017,13,0,27,640
USA,2017,14,0,17,361
USA,2017,15,0,5,220
USA,2017,16,0,11,143
USA,2017,17,0,7,133
USA,2017,18,0,5,80
USA,2017,19,0,3,95
USA,2017,20,0,5,63
USA,2017,21,0,7,41
USA,2017,22,0,1,39
USA,2017,23,0,5,30
USA,2017,24,0,8,41
USA,2017,25,0,5,40
USA,2017,26,0,4,36
USA,2017,27,0,10,27
USA,2017,28,0,4,31
USA,2017,29,0,8,25
USA,2017,30,0,7,30
USA,2017,31,0,8,40
USA,2017,32,0,4,43
USA,2017,33,0,5,24
USA,2017,34,0,6,51
USA,2017,35,0,18,61
USA,2017,36,0,11,101
USA,2017,37,0,7,91
USA,2017,38,0,2,73
USA,2017,39,0,8,54
USA,2017,40,0,13,123
USA,2017,41,0,14,143
USA,2017,42,0,14,173
USA,2017,43,0,26,176
USA,2017,44,0,23,246
USA,2017,45,0,28,315
USA,2017,46,0,56,405
USA,2017,47,0,41,486
USA,2017,48,0,61,756
USA,2017,49,0,71,1000
USA,2017,50,0,132,1450
USA,2017,51,0,238,2400
USA,2017,52,0,276,2902
